GameFileName,GameName,GameDisplay,GameRating,MediaSearch,Manufact,GameYear,NumPlayers,GameType,GKeepDisplays,Category,GameTheme,CUSTOM5,WebLinkURL,IPDBNum,AltRunMode,DesignedBy,Author,GAMEVER,ROM,Tags
Barb Wire -Nude PuP MOD- (Gottlieb 1996) JoePicasso 1.2.0 MOD,Barb Wire -Nude PuP MOD- (Gottlieb 1996),Barb Wire -Nude PuP MOD- (Gottlieb 1996),7490,,Gottlieb,1996,4,SS dmd,-1,AO,Superheroes,,http://www.ipdb.org/machine.cgi?id=3795,3795,,Jon Norris,"JoePicasso, Aubrel",1.2.0,barbwire,PuP
Barbarella (Automaticos 1967) Loserman76 1.0a,Barbarella (Automaticos 1967),Barbarella (Automaticos 1967),6462,,Automaticos,1967,1,EM,"0,1,5",T,Outer Space,,http://www.ipdb.org/machine.cgi?id=5809,5809,,?,"Loserman76, Akiles50000, JPSalas",1.0a,,langS
Barracora (Williams 1981) UnclePaulie 2.1.3,Barracora (Williams 1981),Barracora (Williams 1981),8456,,Williams,1981,4,SS,"0,5",E,Oceans and Pirates,,http://www.ipdb.org/machine.cgi?id=177,177,,Barry Oursler,UnclePaulie,2.1.3,barra_l1,
Baseball (Gottlieb 1970) EMUnderdogs 1.2.1,Baseball (Gottlieb 1970),Baseball (Gottlieb 1970),8188,,Gottlieb,1970,1,EM,"0,1,5",E,Sports,Baseball,http://www.ipdb.org/machine.cgi?id=185,185,,Ed Krynski,"EMUnderdogs, Loserman76, GNance",1.2.1,,
Basketball (ISDA 1986) Goldchicco 1.1a,Basketball (ISDA 1986),Basketball (ISDA 1986),6776,,ISDA,1986,4,SS,"0,1,5",M,Sports,Basketball,http://www.ipdb.org/machine.cgi?id=5023,5023,,Wayne Neyens,"Goldchicco, 32assassin, Mfuegemann",1.1a,bsktball,
Batman (Data East 1991) VPW 1.1.0,Batman (Data East 1991),Batman (Data East 1991),8814,,Data East,1991,4,SS dmd,-1,E,Superheroes,,http://www.ipdb.org/machine.cgi?id=195,195,,"Joe Kaminkow, Ed Cebula",VPinWorkshop,1.1.0,btmn_106,PuP
Batman 66 SS (Original 2018) Luvthecubs 1.2,Batman 66 SS (Original 2018),Batman 66 SS (Original 2018),8358,,Original,2018,4,SS,-1,E,Superheroes,,http://www.ipdb.org/machine.cgi?id=871,871,,?,"Luvthecubs, JPSalas, Onevox",1.2,flash_l1,PuP
Batman 66 Premium Tribute (Stern 2016) Daphishbowl 1.1.0,Batman 66 Premium Tribute (Stern 2016),Batman 66 Premium Tribute (Stern 2016),9360,,Stern,2016,4,SS dmd,-1,E,Superheroes,,https://www.ipdb.org/machine.cgi?id=6354,6354,,"George Gomez, Christopher Franchi","Daphishbowl, Mr H, MPT3k, Harlan",1.1.0,,PuP
Batman Forever (Sega 1995) Drakkon 1.3.0 MOD,Batman Forever (Sega 1995),Batman Forever (Sega 1995),8970,,Sega,1995,6,SS dmd,-1,E,Superheroes,,http://www.ipdb.org/machine.cgi?id=3593,3593,,"Paul Leslie, Joe Kaminkow","Drakkon, sheltemke, Bigus1, Mfuegemann, DevaL",1.3.0,batmanf,PuP
Batman The Dark Knight -Bord Mod- (Stern 2008) Bord 1.16.0 MOD,Batman The Dark Knight -Bord Mod- (Stern 2008),Batman The Dark Knight -Bord Mod- (Stern 2008),8980,,Stern,2008,4,SS dmd,"0,5",E,Superheroes,,http://www.ipdb.org/machine.cgi?id=5307,5307,,George Gomez,"Bord, Ninuzzu, Tom Tower",1.16.0,bdk_294,
Batman The Dark Knight -Skitso Mod- (Stern 2008) Skitso 1.0 MOD,Batman The Dark Knight -Skitso Mod- (Stern 2008),Batman The Dark Knight -Skitso Mod- (Stern 2008),8880,,Stern,2008,4,SS dmd,"0,5",E,Superheroes,,http://www.ipdb.org/machine.cgi?id=5307,5307,,George Gomez,"Skitso, Bord, Tom Tower, Ninuzzu, Vogliadicane",1.0,bdk_294,dup
Battlestar Galactica (Original 2022) Xenonph 2.1.0 MOD,Battlestar Galactica (Original 2022),Battlestar Galactica (Original 2022),7470,,Original,2022,4,SS,"0,1,5",E,Outer Space,,,,,?,"Xenonph, Allknowing2012",2.1.0,scrpn_l1,
Baywatch (Sega 1995) LoadedWeapon 1.0.0,Baywatch (Sega 1995),Baywatch (Sega 1995),9286,,Sega,1995,6,SS dmd,-1,T,Fire and Rescue,,http://www.ipdb.org/machine.cgi?id=2848,2848,,Joe Balcer,LoadedWeapon,1.0.0,baywatch,PuP
Beach Bums (Original 1986) Watacaractr 1.0 MOD,Beach Bums (Original 1986),Beach Bums (Original 1986),7930,,Original,1986,4,SS alpha,"0,5",E,Sports,Surf-Skate-Cycle,http://www.ipdb.org/machine.cgi?id=1219,1219,,John Trudeau,"Watacaractr, BorgDog, Xenonph, HauntFreaks, Flupper",1.0,hlywoodh,dup
Beat the Clock (Bally 1985) VPW 1.0.0,Beat the Clock (Bally 1985),Beat the Clock (Bally 1985),7876,,Bally,1985,4,SS,"0,5",E,Games and Game Shows,,http://www.ipdb.org/machine.cgi?id=212,212,,George Christian,VPinWorkshop,1.0.0,beatclck,
Beat Time -Beatles Mod- (Williams 1967) Mustang1961 1.0.b MODRL,Beat Time -Beatles Mod- (Williams 1967),Beat Time -Beatles Mod- (Williams 1967),8250,,Williams,1967,2,EM,"0,1,5",E,Musicians,,http://www.ipdb.org/machine.cgi?id=213,213,,Steve Kordek,"Mustang1961, Loserman76, HauntFreaks",1.0.b RL,,Music
"Beatles, The -BeatleMania- (Stern 2018) Masalaja 1.007","Beatles, The -BeatleMania- (Stern 2018)","Beatles, The -BeatleMania- (Stern 2018)",7760,,Stern,2018,4,SS dmd,-1,E,Musicians,,https://pinballnirvana.com/forums/index.php?threads/beatles-pinball.14042/,6563,,,Masalaja,1.007,seawitfp,"Music, PuP"
"Beatles, The -Yellow Submarine- (Original 2020) Nestorgian 1.3.0 MOD","Beatles, The -Yellow Submarine- (Original 2020)","Beatles, The -Yellow Submarine- (Original 2020)",7898,,Original,2020,2,EM,"0,1,5",E,Musicians,,Not Available,,,?,"Nestorgian, JPSalas",1.3.0,,Music
Beavis and Butt-Head -Pinballed- (Original 2024) Watacaractr 1.1.0,Beavis and Butt-Head -Pinballed- (Original 2024),Beavis and Butt-Head -Pinballed- (Original 2024),8770,,Original,2024,4,SS alpha,"0,5",T,Cartoons,,,,,Watacaractr,Watacaractr,1.1.0,beav_butt,
Ben Hur (Staal 1977) Klodo81 2.0.0,Ben Hur (Staal 1977),Ben Hur (Staal 1977),7062,,Staal,1977,4,EM,"0,1,5",E,Fantasy and Legends,,https://www.ipdb.org/machine.cgi?id=2855,2855,,,Klodo81,2.0.0,,langF
Beverly Hills Cop (Original 2019) Ivantba 1.0,Beverly Hills Cop (Original 2019),Beverly Hills Cop (Original 2019),6042,,Original,2019,4,SS,"0,1,5",T,Cops and Robbers,,Not Available,,,?,"Ivantba, JPSalas",1.0,faeton,
Big Bang Bar (Capcom 1996) VPW 2.0.0,Big Bang Bar (Capcom 1996),Big Bang Bar (Capcom 1996),9152,,Capcom,1996,4,SS dmd,"0,5",M,Outer Space,,http://www.ipdb.org/machine.cgi?id=4001,4001,,Rob Morrison,"VPinWorkshop, Gedankekojote97, UncleWilly, ClarkKent, Ninuzzu, Flupper",2.0.0,bbb109,
Big Ben (Williams 1975) Hsm 1.2,Big Ben (Williams 1975),Big Ben (Williams 1975),6022,,Williams,1975,1,EM,"0,1,5",E,Empires,,http://www.ipdb.org/machine.cgi?id=232,232,,Steve Kordek,"Hsm, Roccodimarco, Dboyrecords, Stat, MajikBubble",1.2,,fixHS
Big Brave (Gottlieb 1974) HauntFreaks 4.1.1,Big Brave (Gottlieb 1974),Big Brave (Gottlieb 1974),8496,,Gottlieb,1974,2,EM,"0,5",E,Wild West,,http://www.ipdb.org/machine.cgi?id=http://www.ipdb.org/machine.cgi?id=234,234,,Ed Krynski,"HauntFreaks, Carlos Guizzo, Loserman76, BorgDog",4.1.1,,dup
Big Buck Hunter Pro (Stern 2010) TastyWasps 1.10.0,Big Buck Hunter Pro (Stern 2010),Big Buck Hunter Pro (Stern 2010),8922,,Stern,2010,4,SS dmd,"0,5",E,Sports,Field and Stream,http://www.ipdb.org/machine.cgi?id=5513,5513,,John Borg,TastyWasps,1.10.0,bbh_170,
Big Casino (Gottlieb 1961) Loserman76 1.0,Big Casino (Gottlieb 1961),Big Casino (Gottlieb 1961),6020,,Gottlieb,1961,1,EM,"0,1,5",E,Card and Casino,,http://www.ipdb.org/machine.cgi?id=239,239,,Wayne Neyens,"Loserman76, HauntFreaks, BorgDog, GNance, JPSalas, Pinuck, Arngrim, Chris Aguilar",1.0,,
Big Chief (Williams 1965) Loserman76 1.0.c,Big Chief (Williams 1965),Big Chief (Williams 1965),7862,,Williams,1965,4,EM,"0,1,5",E,Wild West,,https://www.ipdb.org/machine.cgi?id=240,240,,Steve Kordek,"Loserman76, user42, Wildman",1.0.c,,
Big Deal (Williams 1963) Loserman76 1.0,Big Deal (Williams 1963),Big Deal (Williams 1963),7470,,Williams,1963,1,EM,"0,1,5",T,Card and Casino,,https://www.ipdb.org/machine.cgi?id=244,244,,Steve Kordek,"Loserman76, Editoy",1.0,,
Big Deal (Williams 1977) Klodo81 3.0.0,Big Deal (Williams 1977),Big Deal (Williams 1977),7610,,Williams,1977,4,EM,"0,1,5",E,Card and Casino,,https://www.ipdb.org/machine.cgi?id=245,245,,Steve Kordek,Klodo81,3.0.0,,
Big Game (Rock-ola 1935) CactusDude 0.23,Big Game (Rock-ola 1935),Big Game (Rock-ola 1935),5396,,Rock-ola,1935,1,EM,"0,1,5",E,Sports,Field and Stream,https://www.ipdb.org/machine.cgi?id=248,248,,?,CactusDude,0.23,,Odd
Big Game (Stern 1980) JPSalas 6.0.0,Big Game (Stern 1980),Big Game (Stern 1980),8404,,Stern,1980,4,SS,"0,1,5",E,Jungle,,http://www.ipdb.org/machine.cgi?id=249,249,,Harry Williams,JPSalas,6.0.0,biggame,
Big Guns (Williams 1987) Addestratore 1.1.1,Big Guns (Williams 1987),Big Guns (Williams 1987),0,,Williams,1987,4,SS alpha,"0,5",E,Outer Space,,https://www.ipdb.org/machine.cgi?id=250,250,,,Addestratore,1.1.1,bguns_l8,
Big Hit (Gottlieb 1977) LuvThatApex 1.0.0,Big Hit (Gottlieb 1977),Big Hit (Gottlieb 1977),5982,,Gottlieb,1977,1,EM,"0,1,5",E,Sports,Baseball,http://www.ipdb.org/machine.cgi?id=253,253,,Ed Krynski,LuvThatApex,1.0.0,,fixB2S
Big Horse (Maresa 1975) JPSalas 5.5.0,Big Horse (Maresa 1975),Big Horse (Maresa 1975),7150,,Maresa,1975,1,EM,"0,1,5",E,Games and Game Shows,,https://www.ipdb.org/machine.cgi?id=255,255,,?,"JPSalas, Akiles50000, Loserman76, Humanoide, Kiwi",5.5.0,,langS
Big House (Gottlieb 1989) Bigus1 1.0.0,Big House (Gottlieb 1989),Big House (Gottlieb 1989),7370,,Gottlieb,1989,4,SS alpha,"0,1,5",E,Cops and Robbers,,http://www.ipdb.org/machine.cgi?id=256,256,,Ray Tanzer,"Bigus1, Aubrel, Rascal, Mfuegemann, Destruk, JPSalas",1.0.0,bighouse,
Big Indian (Gottlieb 1974) JPSalas 5.5.0,Big Indian (Gottlieb 1974),Big Indian (Gottlieb 1974),8698,,Gottlieb,1974,4,EM,"0,1,5",E,Wild West,,https://www.ipdb.org/machine.cgi?id=257,257,,Ed Krynski,"JPSalas, Akiles50000, Elo_rey, Frmi, Popotte",5.5.0,,
Big Town (Playmatic 1978) Pedator 2.1.0,Big Town (Playmatic 1978),Big Town (Playmatic 1978),6042,,Playmatic,1978,4,SS,"0,1,5",E,Leisure and Travel,,http://www.ipdb.org/machine.cgi?id=3607,3607,,?,"Pedator, JPSalas, HMueck",2.1.0,bigtown,
Big Valley (Bally 1970) Mustang1961 1.0.a,Big Valley (Bally 1970),Big Valley (Bally 1970),8014,,Bally,1970,4,EM,"0,1,5",E,Wild West,,http://www.ipdb.org/machine.cgi?id=289,289,,Ted Zale,"Mustang1961, Loserman76, PBecker, Itchigo",1.0.a,,
Black Belt (Bally 1986) JPSalas 6.0.0,Black Belt (Bally 1986),Black Belt (Bally 1986),8566,,Bally,1986,4,SS alpha,"0,1,5",E,Sports,Combat,http://www.ipdb.org/machine.cgi?id=303,303,,Dan Langlois,"JPSalas, Fredobiwan, Stat",6.0.0,blackblt,
Black Fever (Playmatic 1980) Pedator 1.0.0,Black Fever (Playmatic 1980),Black Fever (Playmatic 1980),6150,,Playmatic,1980,4,SS,"0,1,5",AO,Leisure and Travel,,https://www.ipdb.org/machine.cgi?id=3645,3645,,,"Pedator, JPSalas",1.0.0,blkfever,
Black Gold (Williams 1975) Loserman76 1.0.0,Black Gold (Williams 1975),Black Gold (Williams 1975),6782,,Williams,1975,1,EM,"0,1,5",E,Workplaces,,http://www.ipdb.org/machine.cgi?id=306,306,,Steve Kordek,"Loserman76, Halen",1.0.0,,
Black Hole (Gottlieb 1981) Bigus1 2.0.0,Black Hole (Gottlieb 1981),Black Hole (Gottlieb 1981),7540,,Gottlieb,1981,4,SS,"0,1,5",E,Outer Space,,http://www.ipdb.org/machine.cgi?id=307,307,,"John Buras, Adolf Seitz Jr.","Bigus1, Cyberpez, Wrd1972, Rothbauerw,  Hauntdreaks, BorgDog, Dark, Zany",2.0.0,blkhole7,
Black Hole (LTD 1982) Wiesshund 1.0.2,Black Hole (LTD 1982),Black Hole (LTD 1982),5836,,LTD,1982,4,SS,"0,5",E,Outer Space,,https://www.ipdb.org/machine.cgi?id=5891,5891,,,"Wiesshund, Halen, Gaston",1.0.2,bhol_ltd,Sound
Black Jack (Bally 1978) Bigus1 3.0.0 MOD,Black Jack (Bally 1978),Black Jack (Bally 1978),7062,,Bally,1978,4,SS,"0,1,5",E,Card and Casino,,http://www.ipdb.org/machine.cgi?id=309,309,,Jim Patla,"Bigus1, Allknowing2012, Arngrim, HauntFreaks",3.0.0,blackjck,
Black Knight (Williams 1980) JPSalas 6.0.0,Black Knight (Williams 1980),Black Knight (Williams 1980),9200,,Williams,1980,4,SS,"0,5",E,Medieval Era,,http://www.ipdb.org/machine.cgi?id=310,310,,Steve Ritchie,"JPSalas, Destruk, Leo, Jolo, Classic Playfields, Tio Italo, Kristian, Kruge99",6.0.0,bk_l4,
Black Knight 2000 (Williams 1989) Flupper 2.0.0 VR,Black Knight 2000 (Williams 1989),Black Knight 2000 (Williams 1989),8776,,Williams,1989,4,SS alpha,"0,5",E,Medieval Era,,http://www.ipdb.org/machine.cgi?id=311,311,,Steve Ritchie,Flupper,2.0.0,bk2k_l4,
Black Knight -Sword of Rage- LE (Stern 2019) Vinch52 3.5.0,Black Knight -Sword of Rage- LE (Stern 2019),Black Knight -Sword of Rage- LE (Stern 2019),5860,,Stern,2019,4,SS dmd,-1,T,Medieval Era,,https://www.ipdb.org/machine.cgi?id=6569,6569,,Steve Ritchie,Vinch52,3.5.0,,PuP
Black Magic 4 (Petaco 1980) JPSalas 6.0.0,Black Magic 4 (Petaco 1980),Black Magic 4 (Petaco 1980),7346,,Petaco,1980,4,EM,"0,1,5",T,Fantasy and Legends,,https://www.ipdb.org/machine.cgi?id=3626,3626,,,JPSalas,6.0.0,,
Black n Red (Inder 1975) JPSalas 5.5.0,Black n Red (Inder 1975),Black n Red (Inder 1975),6322,,Inder,1975,1,EM,"0,1,5",E,Card and Casino,,http://www.pinsimdb.org/pinball/table-25216-black_and_reed,4413,,,"JPSalas, akiles50000, Loserman76",5.5.0,,
Black Pyramid -JPs Edition- (Bally 1984) JPSalas 6.0.0,Black Pyramid -JPs Edition- (Bally 1984),Black Pyramid -JPs Edition- (Bally 1984),9022,,Bally,1984,4,SS,"0,5",E,Fantasy and Legends,,http://www.ipdb.org/machine.cgi?id=312,312,,George Christian,JPSalas,6.0.0,blakpyra,dup
Black Pyramid (Bally 1984) UnclePaulie 2.0.1,Black Pyramid (Bally 1984),Black Pyramid (Bally 1984),9064,,Bally,1984,4,SS,"0,1,5",E,Fantasy and Legends,,http://www.ipdb.org/machine.cgi?id=312,312,,George Christian,UnclePaulie,2.0.1,blakpyra,
Black Rose (Bally 1992) VPW 1.4.0 MOD,Black Rose (Bally 1992),Black Rose (Bally 1992),9410,,Bally,1992,4,SS dmd,"0,5",T,Oceans and Pirates,,http://www.ipdb.org/machine.cgi?id=313,313,,"John Trudeau, Brian Eddy",VPinWorkshop,1.4.0,br_l4,
Black Sabbath (Original 2012) Goldchicco 1.0,Black Sabbath (Original 2012),Black Sabbath (Original 2012),5186,,Original,2012,4,SS dmd,"0,5",E,Musicians,,Not Available,,,?,"Goldchicco, JPSalas, Grizz, Destruk, Rosve, Herweh",1.0,,"Music, FlexDMD"
Black Velvet (Game Plan 1978) JPSalas 1.0.1,Black Velvet (Game Plan 1978),Black Velvet (Game Plan 1978),7020,,Game Plan,1978,4,SS,"0,1,5",E,Leisure and Travel,,https://www.ipdb.org/machine.cgi?id=315,315,,"Ed Cebula, Jim Sullivan",JPSalas,1.0.1,blvelvet,
Blackout (Williams 1980) Schreibi34 1.0.1,Blackout (Williams 1980),Blackout (Williams 1980),8644,,Williams,1980,4,SS,"0,5",E,Outer Space,,http://www.ipdb.org/machine.cgi?id=317,317,,Claude Fernandez,"Schreibi34, 32assassin, GtxJoe",1.0.1,blkou_l1,
Blackwater 100 (Bally 1988) Goldchicco 1.1,Blackwater 100 (Bally 1988),Blackwater 100 (Bally 1988),5746,,Bally,1988,4,SS alpha,"0,5",E,Motorsports,,http://www.ipdb.org/machine.cgi?id=http://www.ipdb.org/machine.cgi?id=319,319,,Dennis Nordman,"Goldchicco, 32assassin, Sindbad, Elvinu",1.1,black100,Odd
Blade Runner 2049 (Original 2020) Wpilot 2.0 MOD,Blade Runner 2049 (Original 2020),Blade Runner 2049 (Original 2020),7642,,Original,2020,4,SS dmd,"0,1,5",T,Cops and Robbers,,Not Available,,,,"Wpilot, JPSalas",2.0,,
Blood Machines (Original 2022) VPW 2.0.0,Blood Machines (Original 2022),Blood Machines (Original 2022),8282,,Original,2022,4,SS dmd,-1,T,Science Fiction,,,,,,VPinWorkshop,2.0.0,,PuP
Blue Chip (Williams 1976) Loserman76 1.0,Blue Chip (Williams 1976),Blue Chip (Williams 1976),7900,,Williams,1976,1,EM,"0,1,5",E,Workplaces,,http://www.ipdb.org/machine.cgi?id=325,325,,Gordon Horlick,"Loserman76, Bodydump",1.0,,
Blue Note (Gottlieb 1978) EMUnderdogs 1.1.1,Blue Note (Gottlieb 1978),Blue Note (Gottlieb 1978),7838,,Gottlieb,1978,1,EM,"0,1,5",E,Musicians,,http://www.ipdb.org/machine.cgi?id=328,328,,John Osborne,"EMUnderdogs, LeeOneil, Loserman76",1.1.1,,
BMX -RAD Edition- (Bally 1983) MauiPunter 1.0.0 MOD,BMX -RAD Edition- (Bally 1983),BMX -RAD Edition- (Bally 1983),8024,,Bally,1983,4,SS,"0,1,5",E,Sports,Surf-Skate-Cycle,http://www.ipdb.org/machine.cgi?id=335,335,,Ward Pemberton,"MauiPunter, JPSalas, hauntfreaks, Halen",1.0.0,bmx,Music
Bon Voyage (Bally 1974) Cirqus 1.0.0,Bon Voyage (Bally 1974),Bon Voyage (Bally 1974),5460,,Bally,1974,1,EM,"0,1,5",T,Leisure and Travel,,https://www.ipdb.org/machine.cgi?id=343,343,,Jim Patla,Cirqus,1.0.0,,
Bone Busters Inc. (Gottlieb 1989) Aubrel 1.6,Bone Busters Inc. (Gottlieb 1989),Bone Busters Inc. (Gottlieb 1989),7930,,Gottlieb,1989,4,SS alpha,"0,5",E,Monsters and Macabre,,http://www.ipdb.org/machine.cgi?id=347,347,,Ray Tanzer,"Aubrel, 32assassin, hmueck",1.6,bonebstr,
Boomerang (Bally 1974) Scottacus 2.0.8,Boomerang (Bally 1974),Boomerang (Bally 1974),8582,,Bally,1974,4,EM,"0,1,5",E,Empires,,https://www.ipdb.org/machine.cgi?id=354,354,,Jim Patla,"Scottacus, Whirlwind, Bord, Editoy, Mjr",2.0.8,,
Bounty Hunter (Gottlieb 1985) Bord 1.1.0,Bounty Hunter (Gottlieb 1985),Bounty Hunter (Gottlieb 1985),8476,,Gottlieb,1985,4,SS alpha,"0,5",T,Wild West,,http://www.ipdb.org/machine.cgi?id=361,361,,John Buras,Bord,1.1.0,bountyh,Sound
Bourne Identity -Treadstone Edition- (Original 2024)  SuperTilted  1.2.0,Bourne Identity -Treadstone Edition- (Original 2024),Bourne Identity -Treadstone Edition- (Original 2024),7390,,Original,2024,4,SS dmd,-1,E,Military and Spies,,,,,,"SG1bsoN, Tilted Illusions",1.2.0,,PuP
Bow and Arrow (Bally 1975) Mustang1961 1.0.c,Bow and Arrow (Bally 1975),Bow and Arrow (Bally 1975),8316,,Bally,1975,4,EM,"0,1,5",E,Wild West,,http://www.ipdb.org/machine.cgi?id=362,362,,Greg Kmiec,"Mustang1961, Loserman76, Goldchicco, JP Salas",1.0.c,,
Bram Stokers Dracula (Williams 1993) VPW 1.0.0,Bram Stokers Dracula (Williams 1993),Bram Stokers Dracula (Williams 1993),9116,,Williams,1993,4,SS dmd,"0,5",T,Monsters and Macabre,,http://www.ipdb.org/machine.cgi?id=3072,3072,,Barry Oursler,VPinWorkshop,1.0.0,drac_l1,Sound
Brave Team (Inder 1985) JPSalas 6.0.0,Brave Team (Inder 1985),Brave Team (Inder 1985),6702,,Inder,1985,4,SS,"0,1,5",T,Motorsports,,http://www.ipdb.org/machine.cgi?id=4480,4480,,?,"JPSalas, akiles5000, Kike, Nestor, pedator",6.0.0,brvteam,
Breakshot (Capcom 1996) VPW 1.1.0,Breakshot (Capcom 1996),Breakshot (Capcom 1996),8386,,Capcom,1996,4,SS dmd,"0,5",T,Billiards,,http://www.ipdb.org/machine.cgi?id=3784,3784,,Greg Kmiec,VPinWorkshop,1.1.0,bsv103,
Buccaneer (Gottleib 1948) Polsonator2 1.0.2,Buccaneer (Gottleib 1948),Buccaneer (Gottleib 1948),5896,,Gottlieb,1948,1,EM,"0,1,5",E,Oceans and Pirates,,https://www.ipdb.org/machine.cgi?id=390,390,,"Harry Mabs, Roy Parker",Polsonator2,1.0.2,,
Buck Rogers -Sound Mod- (Gottlieb 1980) Xenonph 2.1.0 MOD,Buck Rogers -Sound Mod- (Gottlieb 1980),Buck Rogers -Sound Mod- (Gottlieb 1980),8416,,Gottlieb,1980,4,SS,"0,5",T,Outer Space,,http://www.ipdb.org/machine.cgi?id=392,392,,John Buras,"Xenonph, BorgDog, HauntFreaks",2.1.0,buckrgrs,
Buck -Naked- Rogers (Gottlieb 1980) BorgDog 1.21,Buck -Naked- Rogers (Gottlieb 1980),Buck -Naked- Rogers (Gottlieb 1980),8286,,Gottlieb,1980,4,SS,"0,1,5",AO,Outer Space,,http://www.ipdb.org/machine.cgi?id=392,392,,John Buras,"BorgDog, HauntFreaks",1.21,buckrgrs,
Bumper (Bill Port 1977) JPSalas 5.5.0,Bumper (Bill Port 1977),Bumper (Bill Port 1977),7018,,Bill Port,1977,1,EM,"0,1,5",E,Outer Space,,https://www.ipdb.org/machine.cgi?id=6194,6194,,?,"JPSalas, Akiles50000, Loserman76, Kiwi",5.5.0,,
Bugs Bunnys Birthday Ball (Bally 1991) Wrd1972 2.3b,Bugs Bunnys Birthday Ball (Bally 1991),Bugs Bunnys Birthday Ball (Bally 1991),8514,,Bally,1991,4,SS alpha,-1,E,Cartoons,,http://www.ipdb.org/machine.cgi?id=396,396,,John Trudeau,"Wrd1972, Cyberpez, Rothbauerw, Nfozzy, Flupper, DJRobX, Bord, Bodydump",2.3b,bbnny_l2,"PuP, Sound"
Bunnyboard (Marble Games 1931) Tom 1.0,Bunnyboard (Marble Games 1931),Bunnyboard (Marble Games 1931),2740,,Marble Games,1931,1,EM,"0,1,5",E,Games and Game Shows,,https://www.ipdb.org/machine.cgi?id=407,407,,,Tom,1.0,,"Odd, vpx107"
Bushido (Inder 1993) Goldchicco 1.2,Bushido (Inder 1993),Bushido (Inder 1993),6696,,Inder,1993,4,SS dmd,"0,5",E,Empires,,https://www.ipdb.org/machine.cgi?id=4481,4481,,,"Goldchicco, 32assassin, pachecas",1.2,bushidoa,
Cabaret (Williams 1968) Drybonz 1.1RL,Cabaret (Williams 1968),Cabaret (Williams 1968),8028,,Williams,1968,4,EM,"0,1,5",E,Leisure and Travel,,http://www.ipdb.org/machine.cgi?id=415,415,,Steve Kordek,"Drybonz, HauntFreaks, Kees, Loserman, BorgDog, Cryptdoctor",1.1RL,,"Music, fixHS"
Cactus Canyon (Bally 1998) VPW 1.1.0 MOD,Cactus Canyon (Bally 1998),Cactus Canyon (Bally 1998),9530,,Bally,1998,4,SS dmd,"0,5",E,Wild West,,https://www.ipdb.org/machine.cgi?id=4445,4445,,"Tom Kopera, Matt Coriale","VPinWorkshop, Ninuzzu, Tom Tower",1.1.0,cc_13,
Cactus Jacks (Gottlieb 1991) UnclePaulie 2.0.2,Cactus Jacks (Gottlieb 1991),Cactus Jacks (Gottlieb 1991),8804,,Gottlieb,1991,4,SS alpha,"0,5",E,Wild West,,http://www.ipdb.org/machine.cgi?id=416,416,,"Reinhard Bangerter, Jon Norris","UnclePaulie, BorgDog, Bodydump, Dark, Bord, Rothbauerw",2.0.2,cactjack,
Caddie (Playmatic 1975) Loserman76 1.0,Caddie (Playmatic 1975),Caddie (Playmatic 1975),6836,,Playmatic,1975,1,EM,"0,1,5",E,Sports,Golf and Tennis,https://www.ipdb.org/machine.cgi?id=4486,4486,,?,"Loserman76, Akiles50000, JPSalas",1.0,,FixPhys
Canada Dry (Gottlieb 1976) RajoJoey 1.0.0,Canada Dry (Gottlieb 1976),Canada Dry (Gottlieb 1976),8574,,Gottlieb,1976,4,EM,"0,1,5",E,Leisure and Travel,,http://www.ipdb.org/machine.cgi?id=426,426,,Ed Krynski,"RajoJoey, Loserman76, Allknowing2012, GNance, JPSalas, Pinuck, HauntFreaks,BorgDog, Arngrim",1.0.0,,
Canasta 86 (Inder 1986) JPSalas 6.0.0,Canasta 86 (Inder 1986),Canasta 86 (Inder 1986),5850,,Inder,1986,4,SS,"0,1,5",E,Sports,Basketball,http://www.ipdb.org/machine.cgi?id=4097,4097,,?,"JPSalas, Carlos Guizzo, Batansa, Adrian, Jose Manuel Lopez, Destruk, Maior, Lighthouse, Akiles50000",6.0.0,canasta,
Cannes (Segasa 1976) Klodo81 2.0.0,Cannes (Segasa 1976),Cannes (Segasa 1976),7892,,Segasa,1976,4,EM,"0,1,5",T,Leisure and Travel,,https://www.ipdb.org/machine.cgi?id=428,428,,,Klodo81,2.0.0,,
Capersville (Bally 1966) Scottacus 2.16.0,Capersville (Bally 1966),Capersville (Bally 1966),8380,,Bally,1966,4,EM,"0,5",E,Military and Spies,,http://www.ipdb.org/machine.cgi?id=431,431,,Ted Zale,"Scottacus, HauntFreaks, BorgDog, Loserman76, Arngrim, Xenonph, Thalamus",2.16.0,,Zips
Capt. Fantastic and The Brown Dirt Cowboy (Bally 1976) leojreimroc 2.0.2RL,Capt. Fantastic and The Brown Dirt Cowboy (Bally 1976),Capt. Fantastic and The Brown Dirt Cowboy (Bally 1976),8480,,Bally,1976,4,EM,"0,1,5",E,Musicians,,http://www.ipdb.org/machine.cgi?id=438,438,,Greg Kmiec,"leojreimroc, Dozer, IDigStuff",2.0.2RL,,"Music, fixPhys"
Capt. Fantastic -3 Flipper- (Bally 1976) JPSalas 5.5.0 MOD,Capt. Fantastic -3 Flipper- (Bally 1976),Capt. Fantastic -3 Flipper- (Bally 1976),8262,,Bally,1976,4,EM,"0,1,5",E,Musicians,,http://www.ipdb.org/machine.cgi?id=438,438,,Greg Kmiec,"JPSalas, Akiles50000, Loserman76, Kiwi",5.5.0,,dup
