GameFileName,GameName,GameDisplay,GameRating,MediaSearch,Manufact,GameYear,NumPlayers,GameType,GKeepDisplays,Category,GameTheme,CUSTOM5,WebLinkURL,IPDBNum,AltRunMode,DesignedBy,Author,GAMEVER,ROM,Tags
Full (Recreativos Franco 1977) Teisen 1.0.0 MOD,Full (Recreativos Franco 1977),Full (Recreativos Franco 1977),6096,,Recreativos Franco,1977,1,EM,"0,1,5",T,Sports,Bowling,https://www.ipdb.org/machine.cgi?id=4707,4707,,,"Teisen, Loserman76, Popotte, Thalamus, Editoy",1.0.0,,
Full House (Williams 1966) Drinkcristal 1.1.0,Full House (Williams 1966),Full House (Williams 1966),5800,,Williams,1966,1,EM,"0,1,5",E,Card and Casino,,https://www.ipdb.org/machine.cgi?id=961,961,,,Drinkcristal,1.0.0,,FixTilt
Fun Fair (Gottlieb 1968) Loserman76 1.0,Fun Fair (Gottlieb 1968),Fun Fair (Gottlieb 1968),7202,,Gottlieb,1968,1,EM,"0,1,5",E,Circus and Amusements,,https://www.ipdb.org/machine.cgi?id=964,964,,Ed Krynski,"Loserman76, GNance",1.0,,
Funhouse -Tournament Edition- (Williams 1990) Gedankekojote97 1.1.0,Funhouse -Tournament Edition- (Williams 1990),Funhouse -Tournament Edition- (Williams 1990),9264,,Williams,1990,4,SS alpha,"0,5",T,Circus and Amusements,,http://www.ipdb.org/machine.cgi?id=966,966,,Pat Lawlor,"Gedankekojote97, Wrd1972",1.1.0,fh_905h,Sound
Future Spa (Bally 1979) JPSalas 6.0.0,Future Spa (Bally 1979),Future Spa (Bally 1979),7522,,Bally,1979,4,SS,"0,5",M,Leisure and Travel,,http://www.ipdb.org/machine.cgi?id=974,974,,George Christian,"JPSalas, Arngrim, StrangeLeo72, HauntFreaks",6.0.0,futurspa,
Galaxia (LTD 1975) JPSalas 6.0.0,Galaxia (LTD 1975),Galaxia (LTD 1975),5380,,LTD,1975,2,SS,"0,1,5",E,Outer Space,,,,,,"JPSalas, Halen",6.0.0,,
Galaxy (Sega 1973) JPSalas 6.0.0,Galaxy (Sega 1973),Galaxy (Sega 1973),5754,,Sega,1973,1,EM,"0,1,5",E,Outer Space,,https://www.ipdb.org/machine.cgi?id=979,979,,?,"Jpsalas, leonard, STAT",6.0.0,,
Galaxy (Stern 1980) Bord 2.0.0,Galaxy (Stern 1980),Galaxy (Stern 1980),7736,,Stern,1980,4,SS,"0,1,5",E,Outer Space,,http://www.ipdb.org/machine.cgi?id=980,980,,Harry Williams,"Bord, RC10Worlds, Randr, Arconovum",1.1,galaxy,
Gamatron (Pinstar 1985) JPSalas 6.0.0,Gamatron (Pinstar 1985),Gamatron (Pinstar 1985),7016,,Pinstar,1985,4,SS,"0,1,5",E,Outer Space,,https://www.ipdb.org/machine.cgi?id=984,984,,?,"JPSalas, pedator",6.0.0,gamatros,
Game of Thrones LE (Stern 2015) VPW 1.2.0 MOD,Game of Thrones LE (Stern 2015),Game of Thrones LE (Stern 2015),8964,,Stern,2015,4,SS dmd,-1,M,Fantasy and Legends,,https://www.ipdb.org/machine.cgi?id=6309,6309,,"Steve Ritchie, Bob Stevlic, Dave Link",VPinWorkshop,1.2.0,,FlexDMD
"Games, The (Gottlieb 1984) UnclePaulie 2.0.0","Games, The (Gottlieb 1984)","Games, The (Gottlieb 1984)",6690,,Gottlieb,1984,4,SS,"0,5",E,Sports,Olympics,http://www.ipdb.org/machine.cgi?id=3391,3391,,John Trudeau,UnclePaulie,2.0.0,,
Gargamel Park (Original 2016) JPSalas 6.0.1,Gargamel Park (Original 2016),Gargamel Park (Original 2016),5480,,Original,2016,1,SS dmd,"0,5",E,Circus and Amusements,,,,,JPSalas,JPSalas,6.0.1,,"Odd, FlexDMD"
Gaucho (Gottlieb 1963) LeeOneil 1.2.0 MOD,Gaucho (Gottlieb 1963),Gaucho (Gottlieb 1963),7560,,Gottlieb,1963,4,EM,"0,1,5",E,Wild West,,https://www.ipdb.org/machine.cgi?id=988,988,,Wayne Neyens,"LeeOneil, Loserman76, Halen",1.2.0,,
Gay 90s (Williams 1970) Teisen 1.0.0 MOD,Gay 90s (Williams 1970),Gay 90s (Williams 1970),6470,,Williams,1970,4,EM,"0,1,5",E,Leisure and Travel,,http://www.ipdb.org/machine.cgi?id=989,989,,Steve Kordek,"Teisen, Loserman76, Kees, HauntFreaks, BorgDog, Zany",1.0.0,,
Gemini (Gottlieb 1978) BorgDog 2.1,Gemini (Gottlieb 1978),Gemini (Gottlieb 1978),8294,,Gottlieb,1978,2,EM,"0,5",T,Fantasy and Legends,,http://www.ipdb.org/machine.cgi?id=995,995,,Ed Krynski,"BorgDog, SliderPoint, HauntFreaks, Arngrim, Scottamus",2.1,,dup
Gemini 2000 (Taito do Brasil 1982) JPSalas 5.5.1,Gemini 2000 (Taito do Brasil 1982),Gemini 2000 (Taito do Brasil 1982),7404,,Taito do Brasil,1982,4,SS,"0,1,5",E,Outer Space,,http://www.ipdb.org/machine.cgi?id=4579,4579,,?,"JPSalas, Carlos Guizzo, Akiles5000, Pmax65",5.5.1,gemini,langP
Genie (Gottlieb 1979) Bord 2.0.0,Genie (Gottlieb 1979),Genie (Gottlieb 1979),8666,,Gottlieb,1979,4,SS,"0,1,5",T,Fantasy and Legends,,http://www.ipdb.org/machine.cgi?id=997,997,,Ed Krynski,"Bord, Rothbauerw, Arconovum, 32assassin, Jon Osborne",2.0.0,genie,
Genesis (Gottlieb 1986) SG1bsoN 1.2.0 MOD,Genesis (Gottlieb 1986),Genesis (Gottlieb 1986),7940,,Gottlieb,1986,4,SS alpha,"0,5",E,Science Fiction,,http://www.ipdb.org/machine.cgi?id=996,996,,John Trudeau,SG1bsoN,1.2.0,genesis,
Ghostbusters Limited Edition (Stern 2016) Ninuzzu 1.2,Ghostbusters Limited Edition (Stern 2016),Ghostbusters Limited Edition (Stern 2016),9172,,Stern,2016,4,SS dmd,-1,T,Monsters and Macabre,,http://www.ipdb.org/machine.cgi?id=6334,6334,,?,Ninuzzu,1.2,spagb_100,"x86, PuP, FixPhys, VPinSPA"
Gigi (Gottlieb 1963) EMUnderdogs 1.2.1,Gigi (Gottlieb 1963),Gigi (Gottlieb 1963),7000,,Gottlieb,1963,1,EM,"0,5",E,Circus and Amusements,,http://www.ipdb.org/machine.cgi?id=1003,1003,,Wayne Neyens,"EMUnderdogs, SilverSurfer, Loserman76, HauntFreaks",1.2.1,,
Gilligans Island (Bally 1991) TastyWasps 1.4.6,Gilligans Island (Bally 1991),Gilligans Island (Bally 1991),9188,,Bally,1991,4,SS dmd,-1,E,Jungle,,http://www.ipdb.org/machine.cgi?id=1004,1004,,"Ward Pemberton, Dan Langlois","TastyWasps, Dark, Rothbauerw, nFozzy, DJRobX",1.4.6,gi_l9,PuP
Gladiators (Gottlieb 1993) Kiwi 1.1.0,Gladiators (Gottlieb 1993),Gladiators (Gottlieb 1993),8226,,Gottlieb,1993,4,SS dmd,"0,5",T,Science Fiction,,http://www.ipdb.org/machine.cgi?id=http://www.ipdb.org/machine.cgi?id=1011,1011,,Jon Norris,Kiwi,1.1.0,gladiatr,
Godzilla (Sega 1998) VPW 1.3.0,Godzilla (Sega 1998),Godzilla (Sega 1998),8554,,Sega,1998,6,SS dmd,"0,5",T,Jungle,,http://www.ipdb.org/machine.cgi?id=4443,4443,,Joe Balcer,VPinWorkshop,1.3.0,godzilla,
Goin Nuts (Gottlieb 1983) Bord 2.0.0,Goin Nuts (Gottlieb 1983),Goin Nuts (Gottlieb 1983),8020,,Gottlieb,1983,4,SS,"0,5",E,Cartoons,,http://www.ipdb.org/machine.cgi?id=1021,1021,,Adolf Seitz Jr.,"Bord, Jmreedy, Thalamus, TheLoafer, Fuzzel",2.0.0,goinnuts,Odd
Gold Ball (Bally 1983) Goldchicco 1.0.0,Gold Ball (Bally 1983),Gold Ball (Bally 1983),8510,,Bally,1983,4,SS,"0,1,5",E,Science Fiction,,http://www.ipdb.org/machine.cgi?id=1024,1024,,George Christian,"Goldchicco, Kalavera3, agentEighty6, BuffaloPinBro",1.0.0,goldball,
Gold Star (Gottlieb 1954) Polsonator2 1.0.1,Gold Star (Gottlieb 1954),Gold Star (Gottlieb 1954),5690,,Gottlieb,1954,1,EM,"0,1,5",E,Leisure and Travel,,https://www.ipdb.org/machine.cgi?id=1038,1038,,"Wayne Nevens, Roy Parker",Polsonator2,1.0.1,,
Gold Wings (Gottlieb 1986) Versins77 1.0.0 MOD,Gold Wings (Gottlieb 1986),Gold Wings (Gottlieb 1986),8108,,Gottlieb,1986,4,SS alpha,"0,5",E,Military and Spies,,http://www.ipdb.org/machine.cgi?id=1043,1043,,John Trudeau,"Versins77, 32assassin",1.0.0,goldwing,Odd
Golden Arrow (Gottlieb 1977) BorgDog 2.1,Golden Arrow (Gottlieb 1977),Golden Arrow (Gottlieb 1977),8372,,Gottlieb,1977,1,EM,"0,1,5",E,Wild West,,http://www.ipdb.org/machine.cgi?id=1044,1044,,Ed Krynski,BorgDog,2.1,,FixPhys
Golden Cue -prototype- (Sega 1998) Felsir 1.4.0,Golden Cue -prototype- (Sega 1998),Golden Cue -prototype- (Sega 1998),6244,,Sega,1998,4,SS dmd,"0,5",T,Billiards,,https://www.ipdb.org/machine.cgi?id=4383,4383,,Jon Norris,"Felsir, Destruk, Tab",1.4.0,goldcue,dup
Goldeneye (Sega 1996) VPW 1.2.0 MOD,Goldeneye (Sega 1996),Goldeneye (Sega 1996),8612,,Sega,1996,6,SS dmd,-1,T,Military and Spies,,http://www.ipdb.org/machine.cgi?id=3792,3792,,Ward Pemberton,VPinWorkshop,1.2.0,gldneye,PuP
Goldorak (Original 2017) Balutito 1.2.0,Goldorak (Original 2017),Goldorak (Original 2017),6100,,Original,2017,4,SS dmd,"0,5",E,Cartoons,,https://vpinball.com/VPBdownloads/goldorak-vpx-edition/,,,?,"Balutito, Javier1515",1.2.0,,FlexDMD
Goonies -Never Say Die- (Original 2012) VPW 1.4.3,Goonies -Never Say Die- (Original 2012),Goonies -Never Say Die- (Original 2012),8452,,Original,2012,4,SS dmd,"0,5",E,Fantasy and Legends,,https://vpinball.com/VPBdownloads/the-goonies-pinball-adventure/,,,?,"VPinWorkshop, Javier, Glxb, Highlndr00, Jpinsa, Shaderbytes",1.4.3,,FlexDMD
Gorgar (Williams 1979) RetroRitchie 2.0.0.VRRL,Gorgar (Williams 1979),Gorgar (Williams 1979),9244,,Williams,1979,4,SS,"0,1,5",M,Monsters and Macabre,,http://www.ipdb.org/machine.cgi?id=1062,1062,,Barry Oursler,"RetroRitchie, Gedankekojote97, Fuzzel",2.0.0RL,grgar_l1,Music
Gork (Taito do Brasil 1983) JPSalas 5.5.0,Gork (Taito do Brasil 1983),Gork (Taito do Brasil 1983),7198,,Taito do Brasil,1983,4,SS,"0,1,5",T,Fantasy and Legends,,http://www.ipdb.org/machine.cgi?id=4590,4590,,Ed Krynski,"JPSalas, Carlos Guizzo, Pmax65",5.5.0,gork,langP
Grand Lizard A for AI (Williams 1986) 3rdaxis 1.5,Grand Lizard A for AI (Williams 1986),Grand Lizard A for AI (Williams 1986),8860,,Williams,1986,4,SS alpha,"0,1,5",E,Jungle,,http://www.ipdb.org/machine.cgi?id=http://www.ipdb.org/machine.cgi?id=http://www.ipdb.org/machine.cgi?id=1070,1070,,Barry Oursler,"3rdaxis, Slydog43, JPSalas, Rosve, SliderPoint, Ben Logan, GtxJoe, Thalamus, G5k, Vamprecords",1.5,grand_l4,"AI, dup"
Grand Lizard -Dark Mode- (Williams 1986) Kds70 1.8.3 MOD,Grand Lizard -Dark Mode- (Williams 1986),Grand Lizard -Dark Mode- (Williams 1986),9198,,Williams,1986,4,SS alpha,"0,5",E,Jungle,,http://www.ipdb.org/machine.cgi?id=http://www.ipdb.org/machine.cgi?id=http://www.ipdb.org/machine.cgi?id=1070,1070,,Barry Oursler,"Kds70, 3rdaxis, Slydog43, JPSalas, Rosve, SliderPoint, Ben Logan, GtxJoe, Thalamus, G5k, Vamprecords",1.8.3,grand_l4,
Grand Prix (Williams 1976) HiRez00 1.0,Grand Prix (Williams 1976),Grand Prix (Williams 1976),8686,,Williams,1976,4,EM,"0,1,5",E,Motorsports,,http://www.ipdb.org/machine.cgi?id=1072,1072,,Steve Kordek,HiRez00,1.0,,
Grand Slam (Gottlieb 1972) RajoJoey 1.0.0VR,Grand Slam (Gottlieb 1972),Grand Slam (Gottlieb 1972),8836,,Gottlieb,1972,1,EM,"0,1,5",E,Sports,Baseball,https://www.ipdb.org/machine.cgi?id=1078,1078,,Ed Krynski,"Loserman76, RajoJoey, GNance",1.0,,
Grand Slam (Bally 1983) Goldchicco 2.3,Grand Slam (Bally 1983),Grand Slam (Bally 1983),6050,,Bally,1983,4,SS,"0,1,5",E,Sports,Baseball,http://www.ipdb.org/machine.cgi?id=1079,1079,,Greg Kmiec,"Goldchicco, 32assassin, Mussinger, Frank Hollinger, Chinzman93, Thalamus, Mike Da Spike, Arngrim",2.3,gransla4,
Grand Tour (Bally 1964) Scottacus 2.0.6,Grand Tour (Bally 1964),Grand Tour (Bally 1964),7260,,Bally,1964,1,EM,"0,1,5",E,Leisure and Travel,,https://www.ipdb.org/machine.cgi?id=1081,1081,,Ted Zale,"Scottacus, nfozzy, Bord",2.0.6,,
Granny and the Gators (Bally 1984) DarthMarino 1.1a,Granny and the Gators (Bally 1984),Granny and the Gators (Bally 1984),7882,,Bally,1984,2,SS hybrid,"0,1,5",E,Sports,Field and Stream,http://www.ipdb.org/machine.cgi?id=http://www.ipdb.org/machine.cgi?id=1083,1083,,Claude Fernandez,"DarthMarino, LoadedWeapon, Lazzlo, Stat",1.1a,granny,"Odd, vpx107"
Gremlins (Original 2022) Balutito 1.7.0,Gremlins (Original 2022),Gremlins (Original 2022),6460,,Original,2022,4,SS alpha,"0,5",E,Fantasy and Legends,,,,,,Balutito,1.7.0,victory,FlexDMD
Gridiron -NFL Films Tribute- (Gottlieb 1977) IDigStuff 1.0.0,Gridiron -NFL Films Tribute- (Gottlieb 1977),Gridiron -NFL Films Tribute- (Gottlieb 1977),8680,,Gottlieb,1977,2,EM,"0,1,5",E,Sports,Football,http://www.ipdb.org/machine.cgi?id=1089,1089,,John Osborne,"IDigStuff, RussTyt,Loserman76, Pinuck, Scottacus, Wildman",1.0.0,,
Gridiron -NFL Teams Mod- (Gottlieb 1977) endeemillr 2.1.0,Gridiron -NFL Teams Mod- (Gottlieb 1977),Gridiron -NFL Teams Mod- (Gottlieb 1977),8460,,Gottlieb,1977,2,EM,"0,5",E,Sports,Football,http://www.ipdb.org/machine.cgi?id=1089,1089,,John Osborne,"endeemillr , Loserman76",2.1.0,,"dup, FlexDMD"
"Grinch, The (Original 2022) pinballfan2018 1.0.0","Grinch, The (Original 2022)","Grinch, The (Original 2022)",6930,,Original,2022,1,EM,-1,E,Cartoons,,,,,JPSalas,"pinballfan2018, JPSalas",1.0.0,,"xmas, PuP"
Groovy (Gottlieb 1970) Loserman76 1.0a,Groovy (Gottlieb 1970),Groovy (Gottlieb 1970),7136,,Gottlieb,1970,4,EM,"0,1,5",E,Leisure and Travel,,http://www.ipdb.org/machine.cgi?id=1091,1091,,Ed Krynski,"Loserman76, GNance, Noah Fentz, JPSalas, Pinuck, HauntFreaks, BorgDog, Arngrim",1.0a,,
Guardians Of The Galaxy Pro (Stern 2017) Daphishbowl 2.1.1,Guardians Of The Galaxy Pro (Stern 2017),Guardians Of The Galaxy Pro (Stern 2017),8962,,Stern,2017,4,SS dmd,-1,T,Superheroes,,https://www.ipdb.org/machine.cgi?id=6474,6474,,John Borg,"Daphishbowl, Mr. H.",2.1.1,,"FlexDMD, PuP"
Gun Men (Staal 1979) Klodo81 1.0.0,Gun Men (Staal 1979),Gun Men (Staal 1979),6506,,Staal,1979,4,SS,"0,1,5",T,Wild West,,https://www.ipdb.org/machine.cgi?id=3131,3131,,,Klodo81,1.0.0,,langF
Guns N Roses (Data East 1994) VPW 1.2.0,Guns N Roses (Data East 1994),Guns N Roses (Data East 1994),9416,,Data East,1994,4,SS dmd,"0,5",T,Musicians,,http://www.ipdb.org/machine.cgi?id=1100,1100,,John Borg,"VPinWorkshop, Versins77, Sheltemke",1.2.0,gnr_300,"Music, Sound"
Halley Comet (Juegos Populares 1986) Pedator 2.1.0,Halley Comet (Juegos Populares 1986),Halley Comet (Juegos Populares 1986),5816,,Juegos Populares,1986,4,SS,"0,1,5",E,Outer Space,,http://www.ipdb.org/machine.cgi?id=3936,3936,,José Montero Carrizosa,"Pedator, JPSalas",2.1.0,halley,
Halloween 1978-1981 (Original 2022) HiRez00 1.0.3 MOD,Halloween 1978-1981 (Original 2022),Halloween 1978-1981 (Original 2022),8840,,Original,2022,4,SS,"0,5",M,Monsters and Macabre,,,,,,HiRez00,1.0.3,medusa,
Hanafuda Garden (Original 2022) endeemillr 1.1.0 MOD,Hanafuda Garden (Original 2022),Hanafuda Garden (Original 2022),7480,,Original,2022,1,EM,"0,1,5",E,Card and Casino,,,,,,"endeemillr, Pinuck, SliderPoint, Goldchicco",1.1.0,,Sound
Hang Glider (Bally 1976) VPW 1.2.0,Hang Glider (Bally 1976),Hang Glider (Bally 1976),7500,,Bally,1976,4,EM,"0,5",E,Leisure and Travel,,https://www.ipdb.org/machine.cgi?id=1112,1112,,Jim Patla,"VPinWorkshop, Loserman76",1.2.0,,
Hank Williams Pinball (Original 2022) CapnClaw 2.0.0 MOD,Hank Williams Pinball (Original 2022),Hank Williams Pinball (Original 2022),7786,,Original,2022,1,EM,"0,1,5",E,Musicians,,,,,,"CapnClaw, Loserman",2.0.0,,Music
Hardbody (Bally 1987) ArmyAviation 1.4.0,Hardbody (Bally 1987),Hardbody (Bally 1987),8612,,Bally,1987,4,SS alpha,"0,5",T,Sports,Olympics,http://www.ipdb.org/machine.cgi?id=1122,1122,,Ward Pemberton,"ArmyAviation, Tom, Mlager8, 32assassin, Thalamus, Randr, Cyberpez, Wildman",1.4.0,hardbody,
Harlem Globetrotters On Tour (Bally 1979) VPW 1.0.0,Harlem Globetrotters On Tour (Bally 1979),Harlem Globetrotters On Tour (Bally 1979),9296,,Bally,1979,4,SS,"0,1,5",E,Sports,Basketball,http://www.ipdb.org/machine.cgi?id=1125,1125,,Greg Kmiec,"VPinWorkshop, Mikcab, JPSalas",1.0.0,hglbtrtb,
Harley-Davidson (Bally 1991) JPSalas 6.0.1 MOD,Harley-Davidson (Bally 1991),Harley-Davidson (Bally 1991),8900,,Bally,1991,4,SS alpha,"0,5",E,Leisure and Travel,,https://www.ipdb.org/machine.cgi?id=1126,1126,,Barry Oursler,"JPSalas, Siggi, StrangeLeo72, Draifet",6.0.1,hd_l3,
Harley-Davidson (Sega 1999) Nestorgian 1.7.2 MOD,Harley-Davidson (Sega 1999),Harley-Davidson (Sega 1999),8468,,Sega,1999,6,SS dmd,"0,5",E,Leisure and Travel,,http://www.ipdb.org/machine.cgi?id=4453,4453,,Barry Oursler,Nestorgian,1.7.2,harl_a40,
Harley Quinn (Original 2017) HauntFreaks 1.0,Harley Quinn (Original 2017),Harley Quinn (Original 2017),7100,,Original,2017,4,SS alpha,"0,5",T,Superheroes,,Not Available,,,HauntFreaks,"HauntFreaks, JPSalas, Ninuzzu, BorgDog",1.0,diamond,dup
Harry Potter and the Goblet of Fire (Original 2020) Scottywic 0.52,Harry Potter and the Goblet of Fire (Original 2020),Harry Potter and the Goblet of Fire (Original 2020),9224,,Original,2020,4,SS dmd,-1,E,Fantasy and Legends,,https://archbee.io/public/DamaQCogLW1ISUGp1JeOr/game-story-and-intro,,,Scottywic,"ScottyWic, Tarcisio, Nailbuster, Rik, TerryRed, DJRobX, Fuzzel, VPX Team, MBPC Team, Flupper, JPSalas, Nick Collins, Did Crabtree, Matt Lager, Eric Meunier, Jason Rosenstiel, Thalamus, RustyCardores",0.52,,"PuP, FixPhys"
Haunted House (Gottlieb 1982) VPW 2.1.0,Haunted House (Gottlieb 1982),Haunted House (Gottlieb 1982),8946,,Gottlieb,1982,4,SS,"0,5",E,Monsters and Macabre,,http://www.ipdb.org/machine.cgi?id=1133,1133,,John Osborne,"VPinWorkshop, Cyberpez",2.1.0,hh,
Hayburners (Williams 1951) Webby 1.0.0,Hayburners (Williams 1951),Hayburners (Williams 1951),8000,,Williams,1951,1,EM,"0,1,5",E,Sports,Horse,https://www.ipdb.org/machine.cgi?id=1142,1142,,"Harry Williams, Sam Stern, George Molentin","Webby, Loserman76, Ukexpat71",1.0.0,,"Odd, fixHS"
Hearts Gain (Inder 1971) JPSalas 6.0.0,Hearts Gain (Inder 1971),Hearts Gain (Inder 1971),6954,,Inder,1971,1,EM,"0,1,5",E,Card and Casino,,https://www.ipdb.org/machine.cgi?id=4406,4406,,?,"JPSalas, Akiles50000, Loserman76, Kiwi",6.0.0,,langS
Heat Wave (Williams 1964) Bord 1.0.0,Heat Wave (Williams 1964),Heat Wave (Williams 1964),8066,,Williams,1964,1,EM,"0,1,5",E,Leisure and Travel,,http://www.ipdb.org/machine.cgi?id=http://www.ipdb.org/machine.cgi?id=1148,1148,,Steve Kordek,"Bord, Shannon, Scottacus",1.0.0,,
Hi-Deal (Bally 1975) LeeOneil 1.1.0,Hi-Deal (Bally 1975),Hi-Deal (Bally 1975),7110,,Bally,1975,1,EM,"0,1,5",E,Card and Casino,,https://www.ipdb.org/machine.cgi?id=1157,1157,,Jim Patla,"LeeOneil, Loserman76, Greywolf",1.1.0,,
Hi-Diver (Gottlieb 1959) JPSalas 5.5.0,Hi-Diver (Gottlieb 1959),Hi-Diver (Gottlieb 1959),7720,,Gottlieb,1959,1,EM,"0,1,5",E,Sports,Olympics,https://www.ipdb.org/machine.cgi?id=1165,1165,,Wayne Neyens,"JPSalas, Stat, Strangeleo76",5.5.0,,
Hi-Lo (Gottlieb 1969) Loserman76 1.0,Hi-Lo (Gottlieb 1969),Hi-Lo (Gottlieb 1969),8306,,Gottlieb,1969,1,EM,"0,1,5",E,Card and Casino,,https://www.ipdb.org/machine.cgi?id=1184,1184,,Ed Krynski,"Loserman76, GNance",1.0,,
Hi-Lo Ace (Bally 1973) Loserman76 1.0b,Hi-Lo Ace (Bally 1973),Hi-Lo Ace (Bally 1973),5906,,Bally,1973,1,EM,"0,1,5",E,Card and Casino,,https://www.ipdb.org/machine.cgi?id=1187,1187,,Jim Patla,"Loserman76, Tom, Fuzzi23, Editoy, Druadic, HauntFreaks",1.0b,,
Hi-Score (Gottlieb 1967) JPSalas 5.5.0,Hi-Score (Gottlieb 1967),Hi-Score (Gottlieb 1967),7580,,Gottlieb,1967,4,EM,"0,1,5",E,Leisure and Travel,,https://www.ipdb.org/machine.cgi?id=1160,1160,,"Ed Krynski, Art Stenholm","JPSalas, Halen",5.5.0,,Odd
Hi-Score Pool (Chicago Coin 1971) BorgDog 1.21,Hi-Score Pool (Chicago Coin 1971),Hi-Score Pool (Chicago Coin 1971),7042,,Chicago Coin,1971,2,EM,"0,1,5",T,Billiards,,http://www.ipdb.org/machine.cgi?id=1161,1161,,Wendell McAdams,"BorgDog, Stat, HauntFreaks, PinballShawn",1.21,,Odd
High Roller Casino (Stern 2001) DJRobX 1.1,High Roller Casino (Stern 2001),High Roller Casino (Stern 2001),7782,,Stern,2001,4,SS dmd,"0,5",T,Card and Casino,,http://www.ipdb.org/machine.cgi?id=4502,4502,,John Borg,"DJRobX, Knorr, Destruk, Tab, Bmiki75, nFozzy, Rothbauerw, Ninuzzu, JPSalas, Nailbuster, Kiwi, Arngrim, Thalamus, Bigus1",1.1,hirolcas,
High Speed (Williams 1986) Chokeee 3.0.0 MOD,High Speed (Williams 1986),High Speed (Williams 1986),9160,,Williams,1986,4,SS alpha,"0,5",T,Motorsports,,http://www.ipdb.org/machine.cgi?id=1176,1176,,Steve Ritchie,"Chokeee, 32assassin, Flupper, Krugger99, nFozzy, DJRobX, Bord, JPSalas, Ninuzzu, 3rdaxis, Draifet, SliderPoint, Fleep",3.0.0,hs_l4,
High Speed II The Baby Driver Getaway (Williams 1992) Chokeee 1.0.0 MOD,High Speed II The Baby Driver Getaway (Williams 1992),High Speed II The Baby Driver Getaway (Williams 1992),9406,,Williams,1992,4,SS dmd,-1,M,Motorsports,,http://www.ipdb.org/machine.cgi?id=http://www.ipdb.org/machine.cgi?id=1000,1000,,Steve Ritchie,"Chokeee, Ganjafarmer, nFozzy, Flupper, 32assassin, Bassgeige",1.0.0,gw_l5,"PuP, Sound"
HipHop (Original 2024) Balutito 1.0.0 MOD,HipHop (Original 2024),HipHop (Original 2024),5940,,Original,2024,4,SS dmd,"0,5",T,Musicians,,,,,JPSalas,Balutito,1.0.0,,"Sound, FlexDMD"
Hokus Pokus (Bally 1976) Loserman76 1.0,Hokus Pokus (Bally 1976),Hokus Pokus (Bally 1976),8002,,Bally,1976,2,EM,"0,5",T,Circus and Amusements,,http://www.ipdb.org/machine.cgi?id=1206,1206,,Greg Kmiec,"Loserman76, GNance, Wrd1972",1.0,,
Hollywood Heat (Gottlieb 1986) Mecha_Enron 1.4.0,Hollywood Heat (Gottlieb 1986),Hollywood Heat (Gottlieb 1986),8776,,Gottlieb,1986,4,SS alpha,"0,5",M,Cops and Robbers,,http://www.ipdb.org/machine.cgi?id=1219,1219,,John Trudeau,"Mecha_Enron, BorgDog, Bord, SliderPoint, Rothbauerw, Ninuzzu, nFozzy, Dark, HauntFreaks",1.4.0,hlywoodh,
Home Run (Gottlieb 1971) Loserman76 1.0,Home Run (Gottlieb 1971),Home Run (Gottlieb 1971),8388,,Gottlieb,1971,1,EM,"0,1,5",E,Sports,Baseball,https://www.ipdb.org/machine.cgi?id=1224,1224,,Ed Krynski,Loserman76,1.0,,
Honey (Williams 1972) Klodo81 2.0.0,Honey (Williams 1972),Honey (Williams 1972),8302,,Williams,1972,4,EM,"0,5",T,Leisure and Travel,,http://www.ipdb.org/machine.cgi?id=1230,1230,,Steve Kordek,Klodo81,1.3.0,,
Hook (Data East 1992) VPW 1.0.0 MOD,Hook (Data East 1992),Hook (Data East 1992),9140,,Data East,1992,4,SS dmd,-1,E,Oceans and Pirates,,http://www.ipdb.org/machine.cgi?id=1233,1233,,Tim Seckel,"VPinWorkshop, Javier",1.0.0,hook_501,PuP
Hoops (Gottlieb 1991) Wylte 0.0.6b MOD,Hoops (Gottlieb 1991),Hoops (Gottlieb 1991),6380,,Gottlieb,1991,4,SS alpha,"0,5",E,Sports,Basketball,http://www.ipdb.org/machine.cgi?id=1235,1235,,Ray Tanzer,"Wylte, Kalavera3, Destruk, Tab, 32assassin, Roccodimarco",0.0.6b,hoops,
Horrorburg (Original 2023) JPSalas 5.5.0,Horrorburg (Original 2023),Horrorburg (Original 2023),6884,,Original,2023,4,SS dmd,"0,5",M,Monsters and Macabre,,,,,JPSalas,JPSalas,5.5.0,,FlexDMD
Horseshoe (ABT Manufacturing 1933) Bthlonewolf 1.1.0,Horseshoe (ABT Manufacturing 1933),Horseshoe (ABT Manufacturing 1933),6492,,ABT Manufacturing,1933,1,EM,"0,5",E,Sports,Horse,https://www.ipdb.org/machine.cgi?id=3158,3158,,"Archie H. Bechtol, Walter A. Tratsch",Bthlonewolf,1.1.0,,Odd
Hot Doggin (Bally 1980) Bigus1 2.0.0,Hot Doggin (Bally 1980),Hot Doggin (Bally 1980),7342,,Bally,1980,4,SS,"0,1,5",T,Sports,Winter,http://www.ipdb.org/machine.cgi?id=1243,1243,,Gary Gayton,"Bigus1, 32assassin, Bodydump",2.0.0,hotdoggn,
